          time, Bus_0001.V.im, Bus_0001.V.re, Bus_0002.V.im, Bus_0002.V.re, Bus_0003.V.im, Bus_0003.V.re, Bus_0004.V.im, Bus_0004.V.re, Bus_0005.V.im, Bus_0005.V.re, Bus_0006.V.im, Bus_0006.V.re, Bus_0007.V.im, Bus_0007.V.re, Bus_0008.V.im, Bus_0008.V.re, Bus_0009.V.im, Bus_0009.V.re, Bus_0010.V.im, Bus_0010.V.re, Bus_0011.V.im, Bus_0011.V.re, Bus_0012.V.im, Bus_0012.V.re, Bus_0013.V.im, Bus_0013.V.re, Bus_0014.V.im, Bus_0014.V.re
  1.790000e-01,      0.000138, 139919.999431, -11914.332217, 137424.495907, -29141.437944, 130096.113642, -24421.724549, 133355.773673, -21234.926623, 134742.981134,  -9067.968160,  34125.767925,   -243.280516,   1016.535235,  -2790.679518,  11660.712085,  -8825.082267,  32757.298152,  -8964.910573,  32713.931377,  -9052.973750,  33279.462236,  -9415.961684,  33450.615214,  -9366.818717,  33232.890921,  -9481.618716,  32217.651321
  1.800000e-01,      0.000140, 139919.999431, -11914.332215, 137424.495906, -29141.437942, 130096.113642, -24421.724548, 133355.773673, -21234.926621, 134742.981134,  -9067.968160,  34125.767925,   -243.280516,   1016.535235,  -2790.679518,  11660.712085,  -8825.082266,  32757.298152,  -8964.910572,  32713.931377,  -9052.973750,  33279.462235,  -9415.961684,  33450.615214,  -9366.818716,  33232.890921,  -9481.618716,  32217.651321
  1.810000e-01,      0.000142, 139919.999430, -11914.332214, 137424.495906, -29141.437941, 130096.113641, -24421.724546, 133355.773673, -21234.926620, 134742.981133,  -9067.968160,  34125.767925,   -243.280516,   1016.535235,  -2790.679518,  11660.712085,  -8825.082266,  32757.298151,  -8964.910572,  32713.931377,  -9052.973750,  33279.462235,  -9415.961683,  33450.615214,  -9366.818716,  33232.890921,  -9481.618715,  32217.651320
  1.820000e-01,      0.000143, 139919.999429, -11914.332212, 137424.495905, -29141.437940, 130096.113641, -24421.724545, 133355.773672, -21234.926619, 134742.981133,  -9067.968160,  34125.767924,   -243.280516,   1016.535235,  -2790.679518,  11660.712084,  -8825.082266,  32757.298151,  -8964.910572,  32713.931377,  -9052.973750,  33279.462235,  -9415.961683,  33450.615213,  -9366.818716,  33232.890921,  -9481.618715,  32217.651320
  1.830000e-01,      0.000145, 139919.999429, -11914.332211, 137424.495905, -29141.437939, 130096.113640, -24421.724544, 133355.773672, -21234.926617, 134742.981132,  -9067.968159,  34125.767924,   -243.280516,   1016.535235,  -2790.679518,  11660.712084,  -8825.082265,  32757.298151,  -8964.910571,  32713.931376,  -9052.973749,  33279.462235,  -9415.961683,  33450.615213,  -9366.818716,  33232.890921,  -9481.618715,  32217.651320
  1.840000e-01,      0.000147, 139919.999428, -11914.332209, 137424.495904, -29141.437938, 130096.113640, -24421.724542, 133355.773671, -21234.926616, 134742.981132,  -9067.968159,  34125.767924,   -243.280516,   1016.535235,  -2790.679518,  11660.712084,  -8825.082265,  32757.298151,  -8964.910571,  32713.931376,  -9052.973749,  33279.462235,  -9415.961683,  33450.615213,  -9366.818716,  33232.890921,  -9481.618715,  32217.651320
  1.850000e-01,      0.000148, 139919.999428, -11914.332208, 137424.495904, -29141.437937, 130096.113639, -24421.724541, 133355.773671, -21234.926614, 134742.981131,  -9067.968159,  34125.767924,   -243.280516,   1016.535235,  -2790.679517,  11660.712084,  -8825.082265,  32757.298151,  -8964.910571,  32713.931376,  -9052.973749,  33279.462235,  -9415.961682,  33450.615213,  -9366.818715,  33232.890921,  -9481.618714,  32217.651320
  1.860000e-01,      0.000150, 139919.999427, -11914.332206, 137424.495903, -29141.437936, 130096.113639, -24421.724540, 133355.773671, -21234.926613, 134742.981131,  -9067.968159,  34125.767924,   -243.280516,   1016.535235,  -2790.679517,  11660.712084,  -8825.082264,  32757.298151,  -8964.910571,  32713.931376,  -9052.973749,  33279.462235,  -9415.961682,  33450.615213,  -9366.818715,  33232.890921,  -9481.618714,  32217.651320
  1.870000e-01,      0.000152, 139919.999427, -11914.332205, 137424.495903, -29141.437935, 130096.113638, -24421.724538, 133355.773670, -21234.926612, 134742.981130,  -9067.968158,  34125.767924,   -243.280516,   1016.535235,  -2790.679517,  11660.712084,  -8825.082264,  32757.298151,  -8964.910570,  32713.931376,  -9052.973748,  33279.462235,  -9415.961682,  33450.615213,  -9366.818715,  33232.890920,  -9481.618714,  32217.651320
  1.880000e-01,      0.000154, 139919.999426, -11914.332203, 137424.495902, -29141.437934, 130096.113638, -24421.724537, 133355.773670, -21234.926610, 134742.981130,  -9067.968158,  34125.767924,   -243.280516,   1016.535235,  -2790.679517,  11660.712084,  -8825.082264,  32757.298151,  -8964.910570,  32713.931376,  -9052.973748,  33279.462235,  -9415.961682,  33450.615213,  -9366.818715,  33232.890920,  -9481.618714,  32217.651320
  1.890000e-01,      0.000155, 139919.999426, -11914.332201, 137424.495902, -29141.437933, 130096.113638, -24421.724535, 133355.773669, -21234.926609, 134742.981130,  -9067.968158,  34125.767923,   -243.280516,   1016.535235,  -2790.679517,  11660.712084,  -8825.082263,  32757.298151,  -8964.910570,  32713.931376,  -9052.973748,  33279.462235,  -9415.961682,  33450.615213,  -9366.818714,  33232.890920,  -9481.618713,  32217.651320
  1.900000e-01,      0.000157, 139919.999425, -11914.332200, 137424.495901, -29141.437931, 130096.113637, -24421.724534, 133355.773669, -21234.926607, 134742.981129,  -9067.968158,  34125.767923,   -243.280516,   1016.535235,  -2790.679517,  11660.712084,  -8825.082263,  32757.298151,  -8964.910569,  32713.931376,  -9052.973748,  33279.462234,  -9415.961681,  33450.615212,  -9366.818714,  33232.890920,  -9481.618713,  32217.651320
  1.910000e-01,      0.000159, 139919.999425, -11914.332198, 137424.495901, -29141.437930, 130096.113637, -24421.724533, 133355.773669, -21234.926606, 134742.981129,  -9067.968158,  34125.767923,   -243.280516,   1016.535235,  -2790.679516,  11660.712084,  -8825.082263,  32757.298151,  -8964.910569,  32713.931376,  -9052.973747,  33279.462234,  -9415.961681,  33450.615212,  -9366.818714,  33232.890920,  -9481.618713,  32217.651320
  1.920000e-01,      0.000160, 139919.999424, -11914.332197, 137424.495900, -29141.437929, 130096.113636, -24421.724531, 133355.773668, -21234.926605, 134742.981128,  -9067.968157,  34125.767923,   -243.280516,   1016.535235,  -2790.679516,  11660.712084,  -8825.082262,  32757.298151,  -8964.910569,  32713.931376,  -9052.973747,  33279.462234,  -9415.961681,  33450.615212,  -9366.818714,  33232.890920,  -9481.618712,  32217.651320
  1.930000e-01,      0.000162, 139919.999423, -11914.332195, 137424.495900, -29141.437928, 130096.113636, -24421.724530, 133355.773668, -21234.926603, 134742.981128,  -9067.968157,  34125.767923,   -243.280516,   1016.535235,  -2790.679516,  11660.712084,  -8825.082262,  32757.298151,  -8964.910568,  32713.931376,  -9052.973747,  33279.462234,  -9415.961681,  33450.615212,  -9366.818713,  33232.890920,  -9481.618712,  32217.651320
  1.940000e-01,      0.000164, 139919.999423, -11914.332194, 137424.495899, -29141.437927, 130096.113635, -24421.724528, 133355.773667, -21234.926602, 134742.981127,  -9067.968157,  34125.767923,   -243.280516,   1016.535235,  -2790.679516,  11660.712084,  -8825.082262,  32757.298151,  -8964.910568,  32713.931376,  -9052.973747,  33279.462234,  -9415.961680,  33450.615212,  -9366.818713,  33232.890920,  -9481.618712,  32217.651320
  1.950000e-01,      0.000166, 139919.999422, -11914.332192, 137424.495899, -29141.437926, 130096.113635, -24421.724527, 133355.773667, -21234.926600, 134742.981127,  -9067.968157,  34125.767923,   -243.280516,   1016.535235,  -2790.679516,  11660.712084,  -8825.082261,  32757.298151,  -8964.910568,  32713.931376,  -9052.973746,  33279.462234,  -9415.961680,  33450.615212,  -9366.818713,  33232.890920,  -9481.618711,  32217.651319
  1.960000e-01,      0.000167, 139919.999422, -11914.332190, 137424.495898, -29141.437924, 130096.113634, -24421.724525, 133355.773667, -21234.926599, 134742.981126,  -9067.968156,  34125.767923,   -243.280516,   1016.535235,  -2790.679516,  11660.712084,  -8825.082261,  32757.298151,  -8964.910567,  32713.931376,  -9052.973746,  33279.462234,  -9415.961680,  33450.615212,  -9366.818713,  33232.890919,  -9481.618711,  32217.651319
  1.970000e-01,      0.000169, 139919.999421, -11914.332189, 137424.495898, -29141.437923, 130096.113634, -24421.724524, 133355.773666, -21234.926597, 134742.981126,  -9067.968156,  34125.767922,   -243.280516,   1016.535235,  -2790.679515,  11660.712084,  -8825.082260,  32757.298151,  -8964.910567,  32713.931376,  -9052.973746,  33279.462234,  -9415.961680,  33450.615212,  -9366.818712,  33232.890919,  -9481.618711,  32217.651319
  1.980000e-01,      0.000171, 139919.999421, -11914.332187, 137424.495897, -29141.437922, 130096.113633, -24421.724522, 133355.773666, -21234.926596, 134742.981125,  -9067.968156,  34125.767922,   -243.280516,   1016.535235,  -2790.679515,  11660.712084,  -8825.082260,  32757.298151,  -8964.910567,  32713.931376,  -9052.973745,  33279.462234,  -9415.961679,  33450.615211,  -9366.818712,  33232.890919,  -9481.618711,  32217.651319
  1.990000e-01,      0.000173, 139919.999420, -11914.332185, 137424.495897, -29141.437921, 130096.113633, -24421.724521, 133355.773665, -21234.926594, 134742.981125,  -9067.968156,  34125.767922,   -243.280516,   1016.535235,  -2790.679515,  11660.712084,  -8825.082260,  32757.298150,  -8964.910566,  32713.931375,  -9052.973745,  33279.462234,  -9415.961679,  33450.615211,  -9366.818712,  33232.890919,  -9481.618710,  32217.651319
  2.000000e-01,      0.000175, 139919.999420, -11914.332184, 137424.495896, -29141.437919, 130096.113633, -24421.724519, 133355.773665, -21234.926593, 134742.981125,  -9067.968155,  34125.767922,   -243.280516,   1016.535235,  -2790.679515,  11660.712084,  -8825.082259,  32757.298150,  -8964.910566,  32713.931375,  -9052.973745,  33279.462234,  -9415.961679,  33450.615211,  -9366.818712,  33232.890919,  -9481.618710,  32217.651319
  2.010000e-01,      0.000176, 139919.999419, -11914.332182, 137424.495896, -29141.437918, 130096.113632, -24421.724518, 133355.773665, -21234.926591, 134742.981124,  -9067.968155,  34125.767922,   -243.280516,   1016.535235,  -2790.679515,  11660.712084,  -8825.082259,  32757.298150,  -8964.910566,  32713.931375,  -9052.973745,  33279.462234,  -9415.961679,  33450.615211,  -9366.818711,  33232.890919,  -9481.618710,  32217.651319
  2.020000e-01,      0.000178, 139919.999418, -11914.332180, 137424.495895, -29141.437917, 130096.113632, -24421.724516, 133355.773664, -21234.926590, 134742.981124,  -9067.968155,  34125.767922,   -243.280516,   1016.535235,  -2790.679514,  11660.712084,  -8825.082259,  32757.298150,  -8964.910565,  32713.931375,  -9052.973744,  33279.462233,  -9415.961678,  33450.615211,  -9366.818711,  33232.890919,  -9481.618709,  32217.651319
  2.030000e-01,      0.000180, 139919.999418, -11914.332179, 137424.495895, -29141.437916, 130096.113631, -24421.724515, 133355.773664, -21234.926588, 134742.981123,  -9067.968155,  34125.767922,   -243.280516,   1016.535235,  -2790.679514,  11660.712084,  -8825.082258,  32757.298150,  -8964.910565,  32713.931375,  -9052.973744,  33279.462233,  -9415.961678,  33450.615211,  -9366.818711,  33232.890919,  -9481.618709,  32217.651319
  2.040000e-01,      0.000182, 139919.999417, -11914.332177, 137424.495895, -29141.437914, 130096.113631, -24421.724513, 133355.773663, -21234.926587, 134742.981123,  -9067.968154,  34125.767922,   -243.280516,   1016.535235,  -2790.679514,  11660.712084,  -8825.082258,  32757.298150,  -8964.910565,  32713.931375,  -9052.973744,  33279.462233,  -9415.961678,  33450.615211,  -9366.818711,  33232.890919,  -9481.618709,  32217.651319
  2.050000e-01,      0.000184, 139919.999417, -11914.332175, 137424.495894, -29141.437913, 130096.113630, -24421.724512, 133355.773663, -21234.926585, 134742.981122,  -9067.968154,  34125.767921,   -243.280516,   1016.535235,  -2790.679514,  11660.712084,  -8825.082258,  32757.298150,  -8964.910564,  32713.931375,  -9052.973743,  33279.462233,  -9415.961678,  33450.615211,  -9366.818710,  33232.890919,  -9481.618708,  32217.651319
  2.060000e-01,      0.000186, 139919.999416, -11914.332174, 137424.495894, -29141.437912, 130096.113630, -24421.724510, 133355.773663, -21234.926583, 134742.981122,  -9067.968154,  34125.767921,   -243.280516,   1016.535235,  -2790.679514,  11660.712084,  -8825.082257,  32757.298150,  -8964.910564,  32713.931375,  -9052.973743,  33279.462233,  -9415.961677,  33450.615211,  -9366.818710,  33232.890918,  -9481.618708,  32217.651319
  2.070000e-01,      0.000188, 139919.999416, -11914.332172, 137424.495893, -29141.437911, 130096.113630, -24421.724509, 133355.773662, -21234.926582, 134742.981122,  -9067.968154,  34125.767921,   -243.280516,   1016.535235,  -2790.679514,  11660.712084,  -8825.082257,  32757.298150,  -8964.910564,  32713.931375,  -9052.973743,  33279.462233,  -9415.961677,  33450.615210,  -9366.818710,  33232.890918,  -9481.618708,  32217.651319
  2.080000e-01,      0.000189, 139919.999415, -11914.332170, 137424.495893, -29141.437909, 130096.113629, -24421.724507, 133355.773662, -21234.926580, 134742.981121,  -9067.968153,  34125.767921,   -243.280516,   1016.535235,  -2790.679513,  11660.712084,  -8825.082256,  32757.298150,  -8964.910563,  32713.931375,  -9052.973742,  33279.462233,  -9415.961677,  33450.615210,  -9366.818709,  33232.890918,  -9481.618707,  32217.651319
  2.090000e-01,      0.000191, 139919.999415, -11914.332169, 137424.495892, -29141.437908, 130096.113629, -24421.724506, 133355.773662, -21234.926579, 134742.981121,  -9067.968153,  34125.767921,   -243.280516,   1016.535235,  -2790.679513,  11660.712084,  -8825.082256,  32757.298150,  -8964.910563,  32713.931375,  -9052.973742,  33279.462233,  -9415.961676,  33450.615210,  -9366.818709,  33232.890918,  -9481.618707,  32217.651319
  2.100000e-01,      0.000193, 139919.999414, -11914.332167, 137424.495892, -29141.437907, 130096.113628, -24421.724504, 133355.773661, -21234.926577, 134742.981120,  -9067.968153,  34125.767921,   -243.280516,   1016.535235,  -2790.679513,  11660.712084,  -8825.082256,  32757.298150,  -8964.910562,  32713.931375,  -9052.973742,  33279.462233,  -9415.961676,  33450.615210,  -9366.818709,  33232.890918,  -9481.618707,  32217.651318
  2.110000e-01,      0.000195, 139919.999414, -11914.332165, 137424.495891, -29141.437905, 130096.113628, -24421.724502, 133355.773661, -21234.926576, 134742.981120,  -9067.968152,  34125.767921,   -243.280516,   1016.535235,  -2790.679513,  11660.712084,  -8825.082255,  32757.298150,  -8964.910562,  32713.931375,  -9052.973741,  33279.462233,  -9415.961676,  33450.615210,  -9366.818709,  33232.890918,  -9481.618706,  32217.651318
  2.120000e-01,      0.000197, 139919.999413, -11914.332163, 137424.495891, -29141.437904, 130096.113627, -24421.724501, 133355.773661, -21234.926574, 134742.981119,  -9067.968152,  34125.767921,   -243.280516,   1016.535235,  -2790.679513,  11660.712084,  -8825.082255,  32757.298150,  -8964.910562,  32713.931375,  -9052.973741,  33279.462233,  -9415.961676,  33450.615210,  -9366.818708,  33232.890918,  -9481.618706,  32217.651318
  2.130000e-01,      0.000199, 139919.999412, -11914.332162, 137424.495890, -29141.437902, 130096.113627, -24421.724499, 133355.773660, -21234.926572, 134742.981119,  -9067.968152,  34125.767921,   -243.280516,   1016.535235,  -2790.679513,  11660.712084,  -8825.082255,  32757.298150,  -8964.910561,  32713.931375,  -9052.973741,  33279.462233,  -9415.961675,  33450.615210,  -9366.818708,  33232.890918,  -9481.618706,  32217.651318
  2.140000e-01,      0.000201, 139919.999412, -11914.332160, 137424.495890, -29141.437901, 130096.113627, -24421.724498, 133355.773660, -21234.926571, 134742.981119,  -9067.968152,  34125.767920,   -243.280516,   1016.535235,  -2790.679512,  11660.712084,  -8825.082254,  32757.298150,  -8964.910561,  32713.931375,  -9052.973740,  33279.462232,  -9415.961675,  33450.615210,  -9366.818708,  33232.890918,  -9481.618705,  32217.651318
  2.150000e-01,      0.000203, 139919.999411, -11914.332158, 137424.495889, -29141.437900, 130096.113626, -24421.724496, 133355.773659, -21234.926569, 134742.981118,  -9067.968151,  34125.767920,   -243.280516,   1016.535235,  -2790.679512,  11660.712084,  -8825.082254,  32757.298150,  -8964.910561,  32713.931375,  -9052.973740,  33279.462232,  -9415.961675,  33450.615210,  -9366.818707,  33232.890918,  -9481.618705,  32217.651318
  2.160000e-01,      0.000205, 139919.999411, -11914.332156, 137424.495889, -29141.437898, 130096.113626, -24421.724494, 133355.773659, -21234.926567, 134742.981118,  -9067.968151,  34125.767920,   -243.280516,   1016.535235,  -2790.679512,  11660.712084,  -8825.082253,  32757.298150,  -8964.910560,  32713.931375,  -9052.973740,  33279.462232,  -9415.961674,  33450.615210,  -9366.818707,  33232.890917,  -9481.618705,  32217.651318
  2.170000e-01,      0.000207, 139919.999410, -11914.332154, 137424.495888, -29141.437897, 130096.113625, -24421.724493, 133355.773659, -21234.926566, 134742.981117,  -9067.968151,  34125.767920,   -243.280516,   1016.535235,  -2790.679512,  11660.712084,  -8825.082253,  32757.298150,  -8964.910560,  32713.931375,  -9052.973739,  33279.462232,  -9415.961674,  33450.615210,  -9366.818707,  33232.890917,  -9481.618704,  32217.651318
  2.180000e-01,      0.000209, 139919.999410, -11914.332153, 137424.495888, -29141.437895, 130096.113625, -24421.724491, 133355.773658, -21234.926564, 134742.981117,  -9067.968150,  34125.767920,   -243.280516,   1016.535235,  -2790.679512,  11660.712084,  -8825.082253,  32757.298150,  -8964.910560,  32713.931374,  -9052.973739,  33279.462232,  -9415.961674,  33450.615209,  -9366.818706,  33232.890917,  -9481.618704,  32217.651318
  2.190000e-01,      0.000211, 139919.999409, -11914.332151, 137424.495888, -29141.437894, 130096.113625, -24421.724489, 133355.773658, -21234.926562, 134742.981117,  -9067.968150,  34125.767920,   -243.280516,   1016.535235,  -2790.679511,  11660.712084,  -8825.082252,  32757.298150,  -8964.910559,  32713.931374,  -9052.973739,  33279.462232,  -9415.961673,  33450.615209,  -9366.818706,  33232.890917,  -9481.618704,  32217.651318
  2.200000e-01,      0.000213, 139919.999409, -11914.332149, 137424.495887, -29141.437893, 130096.113624, -24421.724488, 133355.773658, -21234.926561, 134742.981116,  -9067.968150,  34125.767920,   -243.280516,   1016.535235,  -2790.679511,  11660.712084,  -8825.082252,  32757.298150,  -8964.910559,  32713.931374,  -9052.973738,  33279.462232,  -9415.961673,  33450.615209,  -9366.818706,  33232.890917,  -9481.618703,  32217.651318
  2.210000e-01,      0.000215, 139919.999408, -11914.332147, 137424.495887, -29141.437891, 130096.113624, -24421.724486, 133355.773657, -21234.926559, 134742.981116,  -9067.968149,  34125.767920,   -243.280516,   1016.535235,  -2790.679511,  11660.712084,  -8825.082251,  32757.298150,  -8964.910558,  32713.931374,  -9052.973738,  33279.462232,  -9415.961673,  33450.615209,  -9366.818705,  33232.890917,  -9481.618703,  32217.651318
  2.220000e-01,      0.000217, 139919.999408, -11914.332145, 137424.495886, -29141.437890, 130096.113624, -24421.724484, 133355.773657, -21234.926557, 134742.981115,  -9067.968149,  34125.767920,   -243.280516,   1016.535235,  -2790.679511,  11660.712084,  -8825.082251,  32757.298150,  -8964.910558,  32713.931374,  -9052.973738,  33279.462232,  -9415.961672,  33450.615209,  -9366.818705,  33232.890917,  -9481.618702,  32217.651318
  2.230000e-01,      0.000219, 139919.999407, -11914.332143, 137424.495886, -29141.437888, 130096.113623, -24421.724483, 133355.773657, -21234.926556, 134742.981115,  -9067.968149,  34125.767920,   -243.280516,   1016.535235,  -2790.679511,  11660.712084,  -8825.082251,  32757.298149,  -8964.910558,  32713.931374,  -9052.973737,  33279.462232,  -9415.961672,  33450.615209,  -9366.818705,  33232.890917,  -9481.618702,  32217.651318
  2.240000e-01,      0.000221, 139919.999407, -11914.332142, 137424.495885, -29141.437887, 130096.113623, -24421.724481, 133355.773656, -21234.926554, 134742.981115,  -9067.968149,  34125.767919,   -243.280516,   1016.535235,  -2790.679511,  11660.712084,  -8825.082250,  32757.298149,  -8964.910557,  32713.931374,  -9052.973737,  33279.462232,  -9415.961672,  33450.615209,  -9366.818705,  33232.890917,  -9481.618702,  32217.651318
  2.250000e-01,      0.000223, 139919.999406, -11914.332140, 137424.495885, -29141.437885, 130096.113622, -24421.724479, 133355.773656, -21234.926552, 134742.981114,  -9067.968148,  34125.767919,   -243.280516,   1016.535235,  -2790.679510,  11660.712084,  -8825.082250,  32757.298149,  -8964.910557,  32713.931374,  -9052.973737,  33279.462232,  -9415.961672,  33450.615209,  -9366.818704,  33232.890917,  -9481.618701,  32217.651318
  2.260000e-01,      0.000225, 139919.999405, -11914.332138, 137424.495884, -29141.437884, 130096.113622, -24421.724477, 133355.773656, -21234.926550, 134742.981114,  -9067.968148,  34125.767919,   -243.280516,   1016.535235,  -2790.679510,  11660.712084,  -8825.082249,  32757.298149,  -8964.910556,  32713.931374,  -9052.973736,  33279.462232,  -9415.961671,  33450.615209,  -9366.818704,  33232.890917,  -9481.618701,  32217.651318
  2.270000e-01,      0.000227, 139919.999405, -11914.332136, 137424.495884, -29141.437882, 130096.113622, -24421.724476, 133355.773655, -21234.926549, 134742.981113,  -9067.968148,  34125.767919,   -243.280516,   1016.535235,  -2790.679510,  11660.712084,  -8825.082249,  32757.298149,  -8964.910556,  32713.931374,  -9052.973736,  33279.462232,  -9415.961671,  33450.615209,  -9366.818703,  33232.890917,  -9481.618701,  32217.651318
  2.280000e-01,      0.000229, 139919.999404, -11914.332134, 137424.495883, -29141.437881, 130096.113621, -24421.724474, 133355.773655, -21234.926547, 134742.981113,  -9067.968147,  34125.767919,   -243.280516,   1016.535235,  -2790.679510,  11660.712084,  -8825.082248,  32757.298149,  -8964.910556,  32713.931374,  -9052.973735,  33279.462231,  -9415.961671,  33450.615209,  -9366.818703,  33232.890916,  -9481.618700,  32217.651318
  2.290000e-01,      0.000231, 139919.999404, -11914.332132, 137424.495883, -29141.437879, 130096.113621, -24421.724472, 133355.773655, -21234.926545, 134742.981113,  -9067.968147,  34125.767919,   -243.280516,   1016.535235,  -2790.679510,  11660.712084,  -8825.082248,  32757.298149,  -8964.910555,  32713.931374,  -9052.973735,  33279.462231,  -9415.961670,  33450.615208,  -9366.818703,  33232.890916,  -9481.618700,  32217.651318
  2.300000e-01,      0.000233, 139919.999403, -11914.332130, 137424.495883, -29141.437878, 130096.113621, -24421.724470, 133355.773654, -21234.926543, 134742.981112,  -9067.968147,  34125.767919,   -243.280516,   1016.535235,  -2790.679509,  11660.712084,  -8825.082248,  32757.298149,  -8964.910555,  32713.931374,  -9052.973735,  33279.462231,  -9415.961670,  33450.615208,  -9366.818702,  33232.890916,  -9481.618699,  32217.651317
  2.310000e-01,      0.000235, 139919.999403, -11914.332128, 137424.495882, -29141.437876, 130096.113620, -24421.724469, 133355.773654, -21234.926541, 134742.981112,  -9067.968146,  34125.767919,   -243.280516,   1016.535235,  -2790.679509,  11660.712084,  -8825.082247,  32757.298149,  -8964.910554,  32713.931374,  -9052.973734,  33279.462231,  -9415.961669,  33450.615208,  -9366.818702,  33232.890916,  -9481.618699,  32217.651317
  2.320000e-01,      0.000237, 139919.999402, -11914.332126, 137424.495882, -29141.437874, 130096.113620, -24421.724467, 133355.773654, -21234.926540, 134742.981112,  -9067.968146,  34125.767919,   -243.280516,   1016.535235,  -2790.679509,  11660.712084,  -8825.082247,  32757.298149,  -8964.910554,  32713.931374,  -9052.973734,  33279.462231,  -9415.961669,  33450.615208,  -9366.818702,  33232.890916,  -9481.618699,  32217.651317
  2.330000e-01,      0.000239, 139919.999402, -11914.332125, 137424.495881, -29141.437873, 130096.113620, -24421.724465, 133355.773654, -21234.926538, 134742.981111,  -9067.968145,  34125.767919,   -243.280516,   1016.535235,  -2790.679509,  11660.712084,  -8825.082246,  32757.298149,  -8964.910554,  32713.931374,  -9052.973734,  33279.462231,  -9415.961669,  33450.615208,  -9366.818701,  33232.890916,  -9481.618698,  32217.651317
  2.340000e-01,      0.000241, 139919.999401, -11914.332123, 137424.495881, -29141.437871, 130096.113619, -24421.724463, 133355.773653, -21234.926536, 134742.981111,  -9067.968145,  34125.767919,   -243.280516,   1016.535235,  -2790.679509,  11660.712084,  -8825.082246,  32757.298149,  -8964.910553,  32713.931374,  -9052.973733,  33279.462231,  -9415.961668,  33450.615208,  -9366.818701,  33232.890916,  -9481.618698,  32217.651317
  2.350000e-01,      0.000243, 139919.999401, -11914.332121, 137424.495880, -29141.437870, 130096.113619, -24421.724461, 133355.773653, -21234.926534, 134742.981111,  -9067.968145,  34125.767918,   -243.280516,   1016.535235,  -2790.679508,  11660.712084,  -8825.082245,  32757.298149,  -8964.910553,  32713.931374,  -9052.973733,  33279.462231,  -9415.961668,  33450.615208,  -9366.818701,  33232.890916,  -9481.618697,  32217.651317
  2.360000e-01,      0.000245, 139919.999400, -11914.332119, 137424.495880, -29141.437868, 130096.113619, -24421.724460, 133355.773653, -21234.926532, 134742.981110,  -9067.968144,  34125.767918,   -243.280516,   1016.535235,  -2790.679508,  11660.712084,  -8825.082245,  32757.298149,  -8964.910552,  32713.931374,  -9052.973732,  33279.462231,  -9415.961668,  33450.615208,  -9366.818700,  33232.890916,  -9481.618697,  32217.651317
  2.370000e-01,      0.000248, 139919.999400, -11914.332117, 137424.495880, -29141.437866, 130096.113618, -24421.724458, 133355.773652, -21234.926530, 134742.981110,  -9067.968144,  34125.767918,   -243.280516,   1016.535235,  -2790.679508,  11660.712084,  -8825.082245,  32757.298149,  -8964.910552,  32713.931374,  -9052.973732,  33279.462231,  -9415.961667,  33450.615208,  -9366.818700,  33232.890916,  -9481.618697,  32217.651317
  2.380000e-01,      0.000250, 139919.999399, -11914.332115, 137424.495879, -29141.437865, 130096.113618, -24421.724456, 133355.773652, -21234.926529, 134742.981109,  -9067.968144,  34125.767918,   -243.280516,   1016.535235,  -2790.679508,  11660.712084,  -8825.082244,  32757.298149,  -8964.910551,  32713.931374,  -9052.973732,  33279.462231,  -9415.961667,  33450.615208,  -9366.818700,  33232.890916,  -9481.618696,  32217.651317
  2.390000e-01,      0.000252, 139919.999398, -11914.332113, 137424.495879, -29141.437863, 130096.113618, -24421.724454, 133355.773652, -21234.926527, 134742.981109,  -9067.968143,  34125.767918,   -243.280516,   1016.535235,  -2790.679508,  11660.712084,  -8825.082244,  32757.298149,  -8964.910551,  32713.931374,  -9052.973731,  33279.462231,  -9415.961667,  33450.615208,  -9366.818699,  33232.890916,  -9481.618696,  32217.651317
  2.400000e-01,      0.000254, 139919.999398, -11914.332111, 137424.495878, -29141.437862, 130096.113617, -24421.724452, 133355.773651, -21234.926525, 134742.981109,  -9067.968143,  34125.767918,   -243.280516,   1016.535235,  -2790.679508,  11660.712084,  -8825.082243,  32757.298149,  -8964.910551,  32713.931374,  -9052.973731,  33279.462231,  -9415.961666,  33450.615208,  -9366.818699,  33232.890916,  -9481.618695,  32217.651317
  2.410000e-01,      0.000256, 139919.999397, -11914.332109, 137424.495878, -29141.437860, 130096.113617, -24421.724450, 133355.773651, -21234.926523, 134742.981108,  -9067.968143,  34125.767918,   -243.280516,   1016.535235,  -2790.679507,  11660.712084,  -8825.082243,  32757.298149,  -8964.910550,  32713.931374,  -9052.973730,  33279.462231,  -9415.961666,  33450.615208,  -9366.818698,  33232.890916,  -9481.618695,  32217.651317
  2.420000e-01,      0.000258, 139919.999397, -11914.332107, 137424.495877, -29141.437858, 130096.113617, -24421.724448, 133355.773651, -21234.926521, 134742.981108,  -9067.968142,  34125.767918,   -243.280516,   1016.535235,  -2790.679507,  11660.712084,  -8825.082242,  32757.298149,  -8964.910550,  32713.931374,  -9052.973730,  33279.462231,  -9415.961665,  33450.615207,  -9366.818698,  33232.890916,  -9481.618695,  32217.651317
